episode,score,duration_sec
1,1439.076,12.008
2,1439.076,12.008
3,1439.076,12.008
4,1439.076,12.008
5,1439.076,12.008
6,1439.076,12.008
7,1439.076,12.008
8,1439.076,12.008
9,1439.076,12.008
10,1439.076,12.008
