episode,score,duration_sec
1,1823.976,15.008
2,1823.976,15.008
3,1823.976,15.008
4,1557.948,12.944
5,1823.976,15.008
6,1823.976,15.008
7,1823.976,15.008
8,1823.976,15.008
9,1823.976,15.008
10,1823.976,15.008
11,1823.976,15.008
12,1823.976,15.008
13,1823.976,15.008
14,1823.976,15.008
15,1823.976,15.008
16,1823.976,15.008
17,1823.976,15.008
18,1823.976,15.008
19,1823.976,15.008
20,1823.976,15.008
